Unnamed: 0,firstname,count,taux_sm,taux_ab,taux_b,taux_tb,taux_fel,Traditionnel,Moderne,Inventé,Européen,Musulman,Africain,Asiatique
19684,OSPELT,1,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0
19685,OSS,1,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
19686,OSSAMA,1,1.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0
19687,OSSANGOH,1,0.0,0.0,0.0,1.0,0.0,0,0,0,0,0,0,0
19688,OSSANT,1,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0
19689,OSSEY,1,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,0
19690,OSSIAN,1,0.0,0.0,1.0,0.0,0.0,0,0,0,1,0,0,0
19691,OSTORERO,1,0.0,0.0,0.0,1.0,0.0,0,0,0,0,0,0,0
19692,OSWA,1,0.0,0.0,0.0,1.0,0.0,0,0,0,0,1,0,0
19693,OTABELA,1,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0
19694,OTAVIA,1,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,0
19695,OTERO--MADIOT,1,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0
19696,OTHILIE,4,0.25,0.0,0.25,0.5,0.0,1,0,0,0,0,0,0
19697,OTHMAN,3,0.333333333333333,0.0,0.333333333333333,0.333333333333333,0.0,0,0,0,0,1,0,0
19698,OTHMANE,6,0.5,0.5,0.0,0.0,0.0,0,0,0,0,1,0,0
19699,OTHNIEL,2,0.5,0.0,0.0,0.5,0.0,1,0,0,0,0,0,0
19700,OTIS,4,0.0,0.25,0.5,0.0,0.25,0,0,0,1,0,0,0
19701,OTIS-WEN,1,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0
19702,OTMAN,3,0.0,0.333333333333333,0.333333333333333,0.333333333333333,0.0,0,0,0,0,1,0,0
19703,OTMANE,3,0.0,0.333333333333333,0.333333333333333,0.333333333333333,0.0,0,0,0,0,1,0,0
19704,OTMANI,2,0.5,0.0,0.0,0.5,0.0,0,0,0,0,0,0,0
19705,OTSANA,1,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0
19706,OTSO,1,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,0
19707,OTSOA,1,0.0,1.0,0.0,0.0,0.0,0,0,0,1,0,0,0
19708,OTTAVIANONI,1,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
19709,OTTEVAERE,1,0.0,0.0,0.0,1.0,0.0,0,0,0,0,0,0,0
19710,OTTILIE,1,0.0,0.0,0.0,0.0,1.0,0,0,0,1,0,0,0
19711,OTTIS,1,1.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0
19712,OTTMAN,1,1.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0
19713,OTTO,1,0.0,0.0,0.0,1.0,0.0,0,0,0,1,0,0,0
19714,OTXANDA,1,0.0,0.0,0.0,1.0,0.0,0,0,0,0,0,0,0
19715,OTYLIO,1,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
19716,OU,3,0.666666666666667,0.0,0.333333333333333,0.0,0.0,0,0,0,0,0,0,0
19717,OUAFIA,1,0.0,0.0,1.0,0.0,0.0,0,0,0,0,1,0,0
19718,OUAHID,1,0.0,0.0,1.0,0.0,0.0,0,0,0,0,1,0,0
19719,OUAHIOUNE,1,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0
19720,OUAHRA,2,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0
19721,OUAIRY,1,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0
19722,OUAKIF,1,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0
19723,OUALI,1,1.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0
19724,OUALID,1,0.0,0.0,0.0,1.0,0.0,0,0,0,0,1,0,0
19725,OUAMBA,1,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0
19726,OUAMOUM,2,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0
19727,OUANAÏ,1,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
19728,OUARAB,1,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,0
19729,OUARDIA,2,0.0,0.0,0.5,0.5,0.0,0,0,0,0,1,1,0
19730,OUARET,1,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0
19731,OUASSIM,3,0.333333333333333,0.0,0.666666666666667,0.0,0.0,0,0,0,0,1,0,0
19732,OUASSIMA,1,0.0,0.0,0.0,1.0,0.0,0,0,0,0,1,0,0
19733,OUAZZOU,3,0.0,0.0,0.333333333333333,0.666666666666667,0.0,0,0,0,0,0,0,0
19734,OUBAIDA,1,0.0,0.0,0.0,1.0,0.0,0,0,0,0,0,0,0
19735,OUBAYD,1,0.0,1.0,0.0,0.0,0.0,0,0,0,0,1,0,0
19736,OUBAYDA,1,1.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0
19737,OUBBA,1,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0
19738,OUCHEN,1,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0
19739,OUCHRIF,2,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
19740,OUD,1,0.0,0.0,0.0,1.0,0.0,0,0,0,0,0,0,0
19741,OUDAYEN,1,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
19742,OUDEN,1,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0
19743,OUDENOT,2,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0
19744,OUENTTI,1,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0
19745,OUFROUKH,1,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0
19746,OUGUERRAM,1,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
19747,OUHAB,1,1.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0
19748,OUHADDOU,3,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0
19749,OUHDA,2,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0
19750,OUHTATOU,1,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0
19751,OUIAM,1,1.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0
19752,OUIAME,1,0.0,1.0,0.0,0.0,0.0,0,0,0,0,1,0,0
19753,OUIJDANE,1,0.0,0.0,0.0,1.0,0.0,0,0,0,0,1,0,0
19754,OUISSAL,1,0.0,0.0,0.0,1.0,0.0,0,0,0,0,1,0,0
19755,OUISSEM,1,0.0,1.0,0.0,0.0,0.0,0,0,0,0,1,0,0
19756,OUJDI,1,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0
19757,OUK,1,1.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0
19758,OUKACHA,1,0.0,0.0,1.0,0.0,0.0,0,0,0,0,1,0,0
19759,OULAHYANE,1,0.0,0.0,0.0,1.0,0.0,0,0,0,0,0,0,0
19760,OULEMATA,1,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0
19761,OULIANA,1,0.0,0.0,0.0,1.0,0.0,0,0,0,0,1,0,0
19762,OULION,1,0.0,0.0,0.0,1.0,0.0,0,0,0,0,0,0,0
19763,OULYMATA,1,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0
19764,OULYNA,1,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0
19765,OULÈS,1,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
19766,OULÉYEMATOU,1,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
19767,OUM-AIMANE,1,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0
19768,OUMAIMA,3,0.666666666666667,0.333333333333333,0.0,0.0,0.0,0,0,0,0,1,0,0
19769,OUMAIYA,1,0.0,0.0,0.0,1.0,0.0,0,0,0,0,0,0,0
19770,OUMAKLOUF,1,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0
19771,OUMAR,13,0.461538461538462,0.230769230769231,0.153846153846154,0.153846153846154,0.0,0,0,0,0,1,1,0
19772,OUMAR-YASSINE,1,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0
19773,OUMARE,1,1.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0
19774,OUMAROU,2,0.5,0.0,0.5,0.0,0.0,0,0,0,0,0,1,0
19775,OUMAYA,1,0.0,1.0,0.0,0.0,0.0,0,0,0,0,1,0,0
19776,OUMAYMA,4,0.0,0.0,0.0,0.5,0.5,0,0,0,0,1,0,0
19777,OUMAÏMA,5,0.2,0.0,0.6,0.0,0.2,0,0,0,0,1,0,0
19778,OUMEIMA,1,0.0,1.0,0.0,0.0,0.0,0,0,0,0,1,0,0
19779,OUMERRI,1,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0
19780,OUMIANTI,1,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
19781,OUMMOU,1,0.0,1.0,0.0,0.0,0.0,0,0,0,0,1,1,0
19782,OUMMÉ-MINA,1,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0
19783,OUMNIA,2,0.0,0.5,0.5,0.0,0.0,0,0,0,0,1,0,0
19784,OUMNIYA,1,1.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0
19785,OUMNYA,4,0.0,0.25,0.25,0.5,0.0,0,0,0,0,1,0,0
19786,OUMOU,4,0.5,0.25,0.25,0.0,0.0,0,0,0,0,1,1,0
19787,OUMY,2,0.0,0.0,0.0,1.0,0.0,0,0,0,0,1,1,0
19788,OUMZIL,1,0.0,0.0,0.0,1.0,0.0,0,0,0,0,0,0,0
19789,OUNA,1,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
19790,OUNALI,1,0.0,0.0,0.0,1.0,0.0,0,0,0,0,0,0,0
19791,OUNSIA,1,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
19792,OUPOH,2,0.0,0.0,0.0,1.0,0.0,0,0,0,0,0,0,0
19793,OUQAYM,1,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0
19794,OURAGA,1,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0
19795,OURIEL,1,0.0,0.0,0.0,0.0,1.0,1,0,0,0,0,0,0
19796,OURS,1,0.0,0.0,0.0,1.0,0.0,0,0,0,0,1,0,0
19797,OUSMAN,4,0.75,0.0,0.25,0.0,0.0,0,0,0,0,0,1,0
19798,OUSMANE,12,0.166666666666667,0.5,0.0833333333333333,0.0833333333333333,0.166666666666667,0,0,0,0,1,1,0
19799,OUSSAM,1,1.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0
19800,OUSSAMA,7,0.142857142857143,0.142857142857143,0.714285714285714,0.0,0.0,0,0,0,0,1,0,0
19801,OUSSENI,1,0.0,0.0,1.0,0.0,0.0,0,0,0,0,1,0,0
19802,OUSSENY,1,1.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0
19803,OUSSEYNOU,1,0.0,0.0,1.0,0.0,0.0,0,0,0,0,1,1,0
19804,OUSSOU,1,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0
19805,OUSTRAIN,1,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0
19806,OUTMANI,1,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
19807,OUVEA,1,0.0,0.0,0.0,1.0,0.0,0,0,0,0,0,0,0
19808,OUVÉA,2,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
19809,OUWEISSE,2,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0
19810,OUWEYS,1,0.0,0.0,0.0,1.0,0.0,0,0,0,0,1,0,0
19811,OUZAINA,2,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
19812,OUZZIEL,1,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
19813,OUZÉ,1,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0
19814,OVONO,1,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
19815,OVTCHINNIKOFF,1,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0
19816,OWAÏS,1,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0
19817,OWCZAREK,2,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
19818,OWEN,106,0.235849056603774,0.19811320754717,0.207547169811321,0.283018867924528,0.0754716981132075,0,0,0,1,0,0,0
19819,OWENN,6,0.166666666666667,0.666666666666667,0.166666666666667,0.0,0.0,0,0,1,0,0,0,0
19820,OWONA,1,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0
19821,OWONO,1,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
19822,OXAN,2,0.5,0.5,0.0,0.0,0.0,0,0,0,0,0,0,0
19823,OXANA,2,0.0,0.5,0.5,0.0,0.0,0,0,0,1,0,0,0
19824,OXANE,3,0.333333333333333,0.0,0.333333333333333,0.0,0.333333333333333,0,0,1,0,0,0,0
19825,OXANNA,3,0.666666666666667,0.0,0.0,0.333333333333333,0.0,0,0,1,0,0,0,0
19826,OXANNE,1,0.0,0.0,1.0,0.0,0.0,0,0,1,0,0,0,0
19827,OXENCE,1,0.0,0.0,1.0,0.0,0.0,0,0,1,0,0,0,0
19828,OYAN,1,0.0,0.0,1.0,0.0,0.0,0,0,1,0,0,0,0
19829,OYANA,4,0.25,0.25,0.5,0.0,0.0,0,0,1,0,0,0,0
19830,OYANNA,2,0.0,0.5,0.5,0.0,0.0,0,0,1,0,0,0,0
19831,OYNGONO,1,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
19832,OYONA,1,0.0,0.0,0.0,1.0,0.0,0,0,0,0,0,0,0
19833,OZALIE,1,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
19834,OZAN,5,0.4,0.2,0.4,0.0,0.0,0,0,0,0,1,0,0
19835,OZANNA,2,0.5,0.5,0.0,0.0,0.0,0,0,1,0,0,0,0
19836,OZANNE,2,0.0,0.5,0.5,0.0,0.0,0,0,1,0,0,0,0
19837,OZCELIK,1,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0
19838,OZER,1,0.0,1.0,0.0,0.0,0.0,0,0,0,0,1,0,0
19839,OZGE,2,0.0,1.0,0.0,0.0,0.0,0,0,0,0,1,0,0
19840,OZTURK,1,0.0,1.0,0.0,0.0,0.0,0,0,0,0,1,0,0
19841,OZVAN,2,0.0,0.0,0.5,0.0,0.5,0,0,0,0,1,0,0
19842,OÏANA,1,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0
19843,OÏHAN,3,0.0,0.666666666666667,0.333333333333333,0.0,0.0,0,0,0,0,1,0,0
19844,OÏHANA,1,0.0,0.0,0.0,1.0,0.0,0,0,0,0,1,0,0
19845,PABLO,104,0.105769230769231,0.221153846153846,0.336538461538462,0.25,0.0865384615384615,0,0,0,1,0,0,0
19846,PACE,1,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,0
19847,PACHA,1,0.0,0.0,0.0,1.0,0.0,0,0,1,0,0,0,0
19848,PACHECO,5,0.2,0.0,0.4,0.0,0.4,0,0,0,0,0,0,0
19849,PACHES,1,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,0
19850,PACIFICO,1,0.0,1.0,0.0,0.0,0.0,0,0,1,0,0,0,0
19851,PACO,31,0.193548387096774,0.193548387096774,0.419354838709677,0.129032258064516,0.0645161290322581,0,0,0,1,0,0,0
19852,PACO-SANTOS,1,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0
19853,PACOME,2,0.0,0.0,0.5,0.5,0.0,1,0,0,0,0,0,0
19854,PACÔME,42,0.0952380952380952,0.261904761904762,0.30952380952381,0.214285714285714,0.119047619047619,1,0,0,0,0,0,0
19855,PADDY,1,0.0,1.0,0.0,0.0,0.0,0,0,1,0,0,0,0
19856,PADELLEC,1,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0
19857,PADOVANO,1,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0
19858,PAEZ,2,0.5,0.0,0.5,0.0,0.0,0,0,0,0,0,0,0
19859,PAGE,2,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0
19860,PAGEAUD,1,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0
19861,PAGEAUT,1,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0
19862,PAGES,1,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0
19863,PAGONENDJI,1,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
19864,PAILHÈS,1,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0
19865,PAILLETTE,1,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,0
19866,PAILLONCY,1,0.0,0.0,0.0,1.0,0.0,0,0,0,0,0,0,0
19867,PAILLOT,1,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
19868,PAIRAYA,2,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
19869,PAIS,2,0.0,0.0,0.5,0.5,0.0,0,0,0,0,0,0,0
19870,PAITEL,1,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0
19871,PAIVA,3,0.0,0.333333333333333,0.333333333333333,0.333333333333333,0.0,0,0,0,0,0,0,0
19872,PAJOT,1,0.0,0.0,0.0,1.0,0.0,0,0,0,0,0,0,0
19873,PAKIZA,1,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0
19874,PAKOM,1,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0
19875,PALACIOS,2,0.0,0.5,0.0,0.5,0.0,0,0,0,0,0,0,0
19876,PALANQUE,1,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0
19877,PALAU,1,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
19878,PALAYER,1,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0
19879,PALERMO,1,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0
19880,PALERO,1,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0
19881,PALESI,1,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0
19882,PALINA,1,0.0,0.0,0.0,1.0,0.0,0,0,0,0,0,0,0
19883,PALIOD,1,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0
19884,PALISSIER,2,0.0,0.5,0.5,0.0,0.0,0,0,0,0,0,0,0
19885,PALITA,1,0.0,0.0,0.0,1.0,0.0,0,0,0,0,0,0,0
19886,PALLA,1,0.0,0.0,0.0,1.0,0.0,0,0,0,0,0,0,0
19887,PALLEC,3,0.0,0.0,0.0,0.666666666666667,0.333333333333333,0,0,0,0,0,0,0
19888,PALLOL,1,0.0,0.0,0.0,1.0,0.0,0,0,0,0,0,0,0
19889,PALLOT,1,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0
19890,PALLUCE,1,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,0
19891,PALLY,1,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0
19892,PALMA,1,0.0,0.0,0.0,1.0,0.0,0,0,0,1,0,0,0
19893,PALMEIRA,1,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0
19894,PALMYRE,1,0.0,0.0,0.0,1.0,0.0,1,0,0,0,0,0,0
19895,PALOMA,69,0.159420289855072,0.144927536231884,0.304347826086957,0.246376811594203,0.144927536231884,0,0,0,1,0,0,0
19896,PALOMINOS,1,0.0,0.0,0.0,1.0,0.0,0,0,0,0,0,0,0
19897,PALPACUER,1,0.0,0.0,0.0,1.0,0.0,0,0,0,0,0,0,0
19898,PAMANY,1,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0
19899,PAMBANI,1,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
19900,PAMELA,1,0.0,1.0,0.0,0.0,0.0,0,0,0,1,0,0,0
19901,PAMINA,1,0.0,0.0,0.0,0.0,1.0,0,0,1,0,0,0,0
19902,PAMÉLA,1,0.0,1.0,0.0,0.0,0.0,0,0,0,1,0,0,0
19903,PAN,1,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0
19904,PANAGOULIS,1,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0
19905,PANAH,1,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0
19906,PANCHAUD,1,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0
19907,PANCHER,1,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0
19908,PANDORA,1,0.0,0.0,1.0,0.0,0.0,0,0,0,1,0,0,0
19909,PANDORE,2,0.0,0.0,0.5,0.0,0.5,0,0,1,0,0,0,0
19910,PANDZOU,1,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
19911,PANHALEUX,1,0.0,0.0,0.0,1.0,0.0,0,0,0,0,0,0,0
19912,PANISARA,1,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0
19913,PANISELLO,1,0.0,0.0,0.0,1.0,0.0,0,0,0,0,0,0,0
19914,PANKOW,1,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0
19915,PANPI,1,0.0,0.0,0.0,1.0,0.0,0,0,1,0,0,0,0
19916,PANTALACCI,1,0.0,0.0,0.0,1.0,0.0,0,0,0,0,0,0,0
19917,PANTANELLA,1,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
19918,PANZO,1,0.0,0.0,1.0,0.0,0.0,0,0,0,0,1,0,0
19919,PAOL,6,0.166666666666667,0.166666666666667,0.166666666666667,0.333333333333333,0.166666666666667,0,0,0,1,0,0,0
19920,PAOL-YOUENN,1,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
19921,PAOLA,56,0.178571428571429,0.321428571428571,0.142857142857143,0.196428571428571,0.160714285714286,0,0,0,1,0,0,0
19922,PAOLAH,1,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,0
19923,PAOLANTONACCI,1,0.0,0.0,0.0,1.0,0.0,0,0,0,0,0,0,0
19924,PAOLELLA,1,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,0
19925,PAOLI,1,0.0,1.0,0.0,0.0,0.0,0,0,0,1,0,0,0
19926,PAOLINA,9,0.222222222222222,0.444444444444444,0.111111111111111,0.111111111111111,0.111111111111111,0,0,0,1,0,0,0
19927,PAOLINE,11,0.0,0.363636363636364,0.363636363636364,0.181818181818182,0.0909090909090909,1,0,0,0,0,0,0
19928,PAOLINI,2,0.0,0.5,0.5,0.0,0.0,0,0,0,0,0,0,0
19929,PAOLO,83,0.156626506024096,0.204819277108434,0.385542168674699,0.168674698795181,0.0843373493975904,0,0,0,1,0,0,0
19930,PAOLUCCI,1,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0
19931,PAOLYNA,2,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0
19932,PAON,1,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,0
19933,PAONI,1,0.0,0.0,0.0,1.0,0.0,0,0,0,0,0,0,0
19934,PAPA,2,0.0,0.0,0.5,0.5,0.0,0,0,0,0,0,1,0
19935,PAPA-FOSALVA,1,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
19936,PAPE-DEMBA,1,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
19937,PAPET,1,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
19938,PAPETTI,1,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0
19939,PAPIN,2,0.0,0.5,0.0,0.0,0.5,0,0,0,0,0,0,0
19940,PAPINOT,1,0.0,0.0,0.0,1.0,0.0,0,0,0,0,0,0,0
19941,PAPISS,1,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0
19942,PAPUNA,1,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0
19943,PAQUET,1,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0
19944,PARADA,1,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0
19945,PARADOXE,2,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0
19946,PARANITHA,1,0.0,0.0,0.0,1.0,0.0,0,0,0,0,0,0,0
19947,PARASHURAM,1,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
19948,PARASTESH,1,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
19949,PARAT,1,0.0,0.0,0.0,1.0,0.0,0,0,0,0,0,0,0
19950,PARAUD,1,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0
19951,PARC,1,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
19952,PARDAL,2,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0
19953,PARDINA,1,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0
19954,PARDO,1,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,0
19955,PARDON,1,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0
19956,PARE,1,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
19957,PAREDES,1,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0
19958,PAREETHA,1,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0
19959,PARENA,1,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0
19960,PARENT,3,0.0,0.333333333333333,0.333333333333333,0.333333333333333,0.0,0,0,0,0,0,0,0
19961,PARENTE,1,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
19962,PARES,1,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0
19963,PARICE,1,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0
19964,PARIS,16,0.3125,0.125,0.3125,0.125,0.125,0,0,1,0,0,0,0
19965,PARISET,2,0.0,0.0,0.0,1.0,0.0,0,0,0,0,0,0,0
19966,PARISOT,2,0.0,0.0,0.5,0.5,0.0,0,0,0,0,0,0,0
19967,PARMEET,2,0.0,0.0,0.0,1.0,0.0,0,0,0,0,0,0,0
19968,PARMENON,1,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0
19969,PARMENTIER,3,0.333333333333333,0.0,0.666666666666667,0.0,0.0,0,0,0,0,0,0,0
19970,PARNASO,1,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,0
19971,PARNEET,1,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0
19972,PARRA,2,0.5,0.0,0.0,0.0,0.5,0,0,0,0,0,0,0
19973,PARRACHO,1,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0
19974,PARRINHA,1,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0
19975,PARROT,2,0.0,0.5,0.0,0.5,0.0,0,0,0,0,0,0,0
19976,PARUNGAO,2,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0
19977,PARVATI,1,0.0,0.0,0.0,0.0,1.0,0,0,1,0,0,0,0
19978,PARVAUD,1,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0
19979,PARYS,1,0.0,0.0,0.0,1.0,0.0,0,0,1,0,0,0,0
